t,Q
2010-07-01,0.622
2010-07-02,0.663
2010-07-03,0.594
2010-07-04,0.619
2010-07-05,0.626
2010-07-06,0.717
2010-07-07,0.546
2010-07-08,0.494
2010-07-09,0.425
2010-07-10,0.353
2010-07-11,0.387
2010-07-12,0.449
2010-07-13,0.478
2010-07-14,0.408
2010-07-15,0.513
2010-07-16,0.586
2010-07-17,0.572
2010-07-18,0.521
2010-07-19,0.443
2010-07-20,0.399
2010-07-21,0.386
2010-07-22,0.378
2010-07-23,0.385
2010-07-24,0.363
2010-07-25,0.362
2010-07-26,0.364
2010-07-27,0.348
2010-07-28,0.339
2010-07-29,0.321
2010-07-30,0.313
2010-07-31,0.311
2010-08-01,0.289
2010-08-02,0.289
2010-08-03,0.287
2010-08-04,0.302
2010-08-05,0.289
2010-08-06,0.288
2010-08-07,0.287
2010-08-08,0.278
2010-08-09,0.271
2010-08-10,0.282
2010-08-11,0.291
2010-08-12,0.291
2010-08-13,0.276
2010-08-14,0.27
2010-08-15,0.297
2010-08-16,0.305
2010-08-17,0.324
2010-08-18,0.316
2010-08-19,0.317
2010-08-20,0.3
2010-08-21,0.282
2010-08-22,0.295
2010-08-23,0.312
2010-08-24,0.317
2010-08-25,0.318
2010-08-26,0.36
2010-08-27,0.761
2010-08-28,0.755
2010-08-29,0.386
2010-08-30,0.366
2010-08-31,0.33
2010-09-01,0.308
2010-09-02,0.297
2010-09-03,0.276
2010-09-04,0.273
2010-09-05,0.269
2010-09-06,0.266
2010-09-07,0.294
2010-09-08,0.349
2010-09-09,0.443
2010-09-10,0.542
2010-09-11,0.451
2010-09-12,0.343
2010-09-13,0.342
2010-09-14,0.315
2010-09-15,0.307
2010-09-16,0.323
2010-09-17,0.328
2010-09-18,0.431
2010-09-19,0.327
2010-09-20,0.261
2010-09-21,0.236
2010-09-22,0.272
2010-09-23,0.291
2010-09-24,0.491
2010-09-25,0.314
2010-09-26,0.248
2010-09-27,0.247
2010-09-28,0.301
