t,Q
2010-03-10,0.583
2010-03-11,0.544
2010-03-12,0.501
2010-03-13,0.502
2010-03-14,0.429
2010-03-15,0.422
2010-03-16,0.403
2010-03-17,0.386
2010-03-18,0.368
2010-03-24,0.362
2010-03-25,0.395
2010-03-26,0.38
2010-03-27,0.387
2010-03-28,0.352
2010-03-29,0.356
2010-03-30,0.368
2010-03-31,0.326
2010-04-01,0.277
2010-04-02,0.321
2010-04-03,0.417
2010-04-04,0.611
2010-04-05,0.354
2010-04-06,0.314
2010-04-07,0.314
2010-04-08,0.271
2010-04-09,0.3
2010-04-10,0.326
2010-04-11,0.314
2010-04-12,0.295
2010-04-13,0.294
2010-04-14,0.282
2010-04-15,0.272
2010-04-16,0.264
2010-04-17,0.253
2010-04-18,0.253
2010-04-19,0.248
2010-04-20,0.239
2010-04-21,0.226
2010-04-22,0.222
2010-04-23,0.223
2010-04-24,0.209
2010-04-25,0.203
2010-04-26,0.194
2010-04-27,0.188
2010-04-28,0.178
2010-04-29,0.171
2010-04-30,0.172
2010-05-01,0.166
2010-05-02,0.173
2010-05-03,0.164
2010-05-04,0.147
2010-05-05,0.139
2010-05-06,0.122
2010-05-07,0.097
2010-05-08,0.098
2010-05-09,0.101
2010-05-10,0.101
2010-05-11,0.12
2010-05-12,0.104
2010-05-13,0.098
2010-05-14,0.095
2010-05-15,0.098
2010-05-16,0.091
2010-05-17,0.094
2010-05-18,0.089
2010-05-19,0.088
2010-05-20,0.089
2010-05-21,0.085
2010-05-22,0.082
2010-05-23,0.08
2010-05-24,0.077
2010-05-25,0.12
2010-05-26,1.035
2010-05-27,0.284
2010-05-28,0.168
2010-05-29,0.128
2010-05-30,0.144
2010-05-31,0.162
2010-06-01,0.147
2010-06-02,0.142
2010-06-03,0.1
2010-06-04,0.092
2010-06-05,0.096
2010-06-06,0.099
2010-06-07,0.074
2010-06-08,0.067
2010-06-09,0.066
2010-06-10,0.105
2010-06-11,0.213
2010-06-12,0.115
2010-06-13,0.05
2010-06-14,0.052
2010-06-15,0.066
2010-06-16,0.052
2010-06-17,0.051
2010-06-18,0.053
2010-06-19,0.054
2010-06-20,0.051
2010-06-21,0.046
2010-06-22,0.043
2010-06-23,0.041
2010-06-24,0.045
2010-06-25,0.048
2010-06-26,0.048
2010-06-27,0.046
2010-06-28,0.045
2010-06-29,0.041
2010-06-30,0.041
2010-07-01,0.04
2010-07-02,0.043
2010-07-03,0.045
2010-07-04,0.04
2010-07-05,0.041
2010-07-06,0.04
2010-07-07,0.039
2010-07-08,0.032
2010-07-09,0.032
2010-07-10,0.03
2010-07-11,0.03
2010-07-12,0.032
2010-07-13,0.032
2010-07-14,0.036
2010-07-15,0.036
2010-07-16,0.078
2010-07-17,0.049
2010-07-18,0.041
2010-07-19,0.044
2010-07-20,0.046
2010-07-21,0.055
2010-07-22,0.059
2010-07-23,0.095
2010-07-24,0.059
2010-07-25,0.063
2010-07-26,0.07
2010-07-27,0.052
2010-07-28,0.036
2010-07-29,0.039
2010-07-30,0.035
2010-07-31,0.037
2010-08-01,0.038
2010-08-02,0.035
2010-08-03,0.03
2010-08-04,0.03
2010-08-05,0.033
2010-08-06,0.027
2010-08-07,0.027
2010-08-08,0.027
2010-08-09,0.024
2010-08-10,0.031
2010-08-11,0.039
2010-08-12,0.028
2010-08-13,0.023
2010-08-14,0.023
2010-08-15,0.035
2010-08-16,0.031
2010-08-17,0.026
2010-08-18,0.025
2010-08-19,0.022
2010-08-20,0.016
2010-08-21,0.014
2010-08-22,0.014
2010-08-23,0.018
2010-08-24,0.016
2010-08-25,0.015
2010-08-26,0.026
2010-08-27,0.033
2010-08-28,0.024
2010-08-29,0.018
2010-08-30,0.016
2010-08-31,0.012
2010-09-01,0.014
2010-09-02,0.016
2010-09-03,0.016
2010-09-04,0.016
2010-09-05,0.015
2010-09-06,0.016
2010-09-07,0.02
2010-09-08,0.08
2010-09-09,0.038
2010-09-10,0.025
2010-09-11,0.022
2010-09-12,0.022
2010-09-13,0.018
2010-09-14,0.018
2010-09-15,0.018
2010-09-16,0.018
2010-09-17,0.017
2010-09-18,0.015
2010-09-19,0.015
2010-09-20,0.015
2010-09-21,0.016
2010-09-22,0.017
2010-09-23,0.022
2010-09-24,0.032
2010-09-25,0.027
2010-09-26,0.021
2010-09-27,0.02
2010-09-28,0.02
2010-09-29,0.022
2010-09-30,0.036
2010-10-01,0.047
2010-10-02,0.078
2010-10-03,0.064
2010-10-04,0.251
2010-10-05,0.067
2010-10-06,0.292
2010-10-07,0.082
2010-10-08,0.055
2010-10-09,0.05
2010-10-10,0.043
2010-10-11,0.037
2010-10-12,0.068
2010-10-13,0.032
2010-10-14,0.026
2010-10-15,0.027
2010-10-16,0.029
2010-10-17,0.026
2010-10-18,0.024
2010-10-19,0.024
2010-10-20,0.023
2010-10-21,0.027
2010-10-22,0.033
2010-10-23,0.045
2010-10-24,0.062
2010-10-25,0.075
2010-10-26,0.044
2010-10-27,0.042
2010-10-28,0.041
2010-10-29,0.043
2010-10-30,0.08
2010-10-31,0.093
2010-11-01,0.093
2010-11-02,0.045
2010-11-03,0.031
2010-11-04,0.03
2010-11-05,0.027
2010-11-06,0.031
2010-11-07,0.104
2010-11-08,0.158
2010-11-09,0.121
2010-11-10,0.088
2010-11-11,0.074
2010-11-12,0.084
2010-11-13,1.127
2010-11-14,3.015
2010-11-15,1.096
2010-11-16,0.369
2010-11-17,0.371
2010-11-18,0.335
2010-11-19,0.239
2010-11-20,0.21
2010-11-21,0.183
2010-11-22,0.425
2010-11-23,1.228
2010-11-24,1.944
2010-11-25,3.634
2010-11-26,2.64
2010-11-27,1.855
2010-11-28,2.004
2010-11-29,1.16
2010-11-30,0.908
2010-12-01,0.802
2010-12-02,0.815
2010-12-03,0.891
2010-12-04,1.339
2010-12-05,5.372
2010-12-06,4.741
2010-12-07,2.18
2010-12-08,1.326
2010-12-09,0.959
2010-12-10,0.813
2010-12-11,0.742
2010-12-12,0.68
2010-12-13,0.566
2010-12-14,0.488
2010-12-15,0.457
2010-12-16,0.498
2010-12-17,0.915
2010-12-18,1.047
2010-12-19,1.54
2010-12-20,3.827
2010-12-21,2.579
2010-12-22,1.469
2010-12-23,1.167
2010-12-24,0.911
2010-12-25,0.735
2010-12-26,0.626
2010-12-27,0.61
2010-12-28,0.881
2010-12-29,0.746
2010-12-30,0.646
2010-12-31,0.572
2011-01-01,0.504
2011-01-02,0.477
2011-01-03,0.468
2011-01-04,0.496
2011-01-05,0.485
2011-01-06,0.523
2011-01-07,0.735
2011-01-08,0.807
2011-01-09,0.617
2011-01-10,0.502
2011-01-11,0.664
2011-01-12,0.576
2011-01-13,0.547
2011-01-14,0.593
2011-01-15,0.679
2011-01-16,0.543
2011-01-17,0.517
2011-01-18,0.472
2011-01-19,0.406
2011-01-20,0.386
2011-01-21,0.372
2011-01-22,0.36
2011-01-23,0.364
2011-01-24,0.367
2011-01-25,0.359
2011-01-26,0.557
2011-01-27,0.524
2011-01-28,0.394
2011-01-29,0.36
2011-01-30,0.338
2011-01-31,0.318
2011-02-01,0.304
2011-02-02,0.3
2011-02-03,0.304
2011-02-04,0.297
2011-02-05,0.282
2011-02-06,0.269
2011-02-07,0.267
2011-02-08,0.281
2011-02-09,0.273
2011-02-10,0.267
2011-02-11,0.266
2011-02-12,0.271
2011-02-13,0.279
2011-02-14,0.345
2011-02-15,0.361
2011-02-16,0.318
2011-02-17,0.289
2011-02-18,0.235
2011-02-19,0.398
2011-02-20,0.335
2011-02-21,0.395
2011-02-22,0.779
