t,Q
1999-05-28,1.031
1999-05-29,0.967
1999-05-30,0.927
1999-05-31,0.865
1999-06-01,0.892
1999-06-02,0.905
1999-06-03,1.208
1999-06-04,1.292
1999-06-05,1.143
1999-06-06,1.118
1999-06-07,0.974
1999-06-08,0.829
1999-06-09,0.795
1999-06-10,0.779
1999-06-11,0.732
1999-06-12,0.696
1999-06-13,0.643
1999-06-14,0.611
1999-06-15,0.586
1999-06-16,0.547
1999-06-17,0.535
1999-06-18,0.518
1999-06-19,0.484
1999-06-20,0.473
1999-06-21,0.48
1999-06-22,0.46
1999-06-23,0.439
1999-06-24,0.426
1999-06-25,0.437
1999-06-26,0.426
1999-06-27,0.426
1999-06-28,0.441
1999-06-29,0.506
1999-06-30,0.534
1999-07-01,0.486
1999-07-02,0.454
1999-07-03,0.404
1999-07-04,0.369
1999-07-05,0.412
1999-07-06,0.446
1999-07-07,0.366
1999-07-08,0.362
1999-07-09,0.303
1999-07-10,0.267
1999-07-11,0.253
1999-07-12,0.256
1999-07-13,0.312
1999-07-14,0.232
1999-07-15,0.233
1999-07-16,0.225
1999-07-17,0.211
1999-07-18,0.191
1999-07-19,0.184
1999-07-20,0.177
1999-07-21,0.166
1999-07-22,0.153
1999-07-23,0.148
1999-07-24,0.137
1999-07-25,0.125
1999-07-26,0.113
1999-07-27,0.114
1999-07-28,0.111
1999-07-29,0.106
1999-07-30,0.099
1999-07-31,0.097
1999-08-01,0.096
1999-08-02,0.091
1999-08-03,0.094
1999-08-04,0.106
1999-08-05,0.128
1999-08-06,0.11
1999-08-07,0.12
1999-08-08,0.378
1999-08-09,0.527
1999-08-10,0.316
1999-08-11,0.137
1999-08-12,0.126
1999-08-13,0.119
1999-08-14,0.111
1999-08-15,0.099
1999-08-16,0.101
1999-08-17,0.093
1999-08-18,0.183
1999-08-19,0.12
1999-08-20,0.099
1999-08-21,0.09
1999-08-22,0.083
1999-08-23,0.075
1999-08-24,0.074
1999-08-25,0.073
1999-08-26,0.073
1999-08-27,0.071
1999-08-28,0.066
1999-08-29,0.061
1999-08-30,0.059
1999-08-31,0.055
1999-09-01,0.052
1999-09-02,0.05
1999-09-03,0.045
1999-09-04,0.042
1999-09-05,0.037
1999-09-06,0.031
1999-09-07,0.028
1999-09-08,0.027
1999-09-09,0.027
1999-09-10,0.027
1999-09-11,0.027
1999-09-12,0.027
1999-09-13,0.024
1999-09-14,0.024
1999-09-15,0.024
1999-09-16,0.025
1999-09-17,0.028
1999-09-18,0.048
1999-09-19,0.172
1999-09-20,0.708
1999-09-21,0.352
1999-09-22,0.132
1999-09-23,0.48
1999-09-24,0.476
1999-09-25,0.145
1999-09-26,0.165
1999-09-27,0.343
1999-09-28,0.76
1999-09-29,0.852
1999-09-30,0.764
1999-10-01,0.585
1999-10-02,0.178
1999-10-03,0.172
1999-10-04,0.161
1999-10-05,0.136
1999-10-06,0.119
1999-10-07,0.105
1999-10-08,0.101
1999-10-09,0.099
1999-10-10,0.098
1999-10-11,0.1
1999-10-12,0.095
1999-10-13,0.096
1999-10-14,0.102
1999-10-15,0.153
1999-10-16,0.16
1999-10-17,0.132
1999-10-18,0.117
1999-10-19,0.108
1999-10-20,0.105
1999-10-21,0.111
1999-10-22,0.148
1999-10-23,0.891
1999-10-24,2.49
1999-10-25,1.704
1999-10-26,1.52
1999-10-27,0.99
1999-10-28,0.864
1999-10-29,0.701
1999-10-30,0.831
1999-10-31,1.006
1999-11-01,0.906
1999-11-02,1.055
1999-11-03,0.856
1999-11-04,0.757
1999-11-05,0.834
1999-11-06,1.087
1999-11-07,0.984
1999-11-08,0.85
1999-11-09,0.828
1999-11-10,0.787
1999-11-11,0.764
1999-11-12,0.751
1999-11-13,0.751
1999-11-14,0.72
1999-11-15,0.716
1999-11-16,0.767
1999-11-17,1.116
1999-11-18,1.892
1999-11-19,1.651
1999-11-20,1.505
1999-11-21,1.837
1999-12-01,1.106
1999-12-02,1.089
1999-12-03,1.085
1999-12-04,1.57
1999-12-05,1.498
1999-12-06,1.293
1999-12-07,1.223
1999-12-08,1.24
1999-12-09,1.387
1999-12-10,1.485
1999-12-11,3.94
1999-12-12,7.467
1999-12-13,6.367
1999-12-14,5.19
1999-12-15,4.8
1999-12-16,4.629
1999-12-17,4.488
1999-12-18,5.679
1999-12-19,6.169
1999-12-20,4.762
1999-12-21,4.765
1999-12-22,5.011
1999-12-23,6.003
1999-12-29,15.245
1999-12-30,12.482
1999-12-31,11.988
2000-01-01,9.949
2000-01-02,8.907
2000-01-03,7.891
2000-01-04,7.513
2000-01-05,6.848
2000-01-06,6.154
2000-01-07,5.633
2000-01-08,4.991
2000-01-09,4.505
2000-01-10,3.943
2000-01-11,3.905
2000-01-12,3.684
2000-01-13,3.848
2000-01-14,3.678
2000-01-15,3.402
2000-01-16,2.76
2000-01-17,2.6
2000-01-18,2.616
2000-01-19,2.485
2000-01-20,2.352
2000-01-21,2.221
2000-01-22,2.12
2000-01-23,2.024
2000-01-24,1.934
2000-01-25,1.822
2000-01-26,1.69
2000-01-27,1.793
2000-01-28,1.802
2000-01-29,1.953
2000-01-30,1.969
2000-01-31,2.089
2000-02-01,1.678
2000-02-02,1.875
2000-02-03,1.697
2000-02-04,1.529
2000-02-05,1.37
2000-02-06,1.319
2000-02-07,1.582
2000-02-08,3.262
2000-02-09,2.728
2000-02-10,2.168
2000-02-11,2.13
2000-02-12,1.902
2000-02-13,3.744
2000-02-14,2.899
2000-02-15,2.625
2000-02-16,3.569
2000-02-17,3.708
2000-02-18,3.449
2000-02-19,3.236
2000-02-20,2.995
2000-02-21,2.782
2000-02-22,2.994
2000-02-23,2.917
2000-02-24,2.712
2000-02-25,2.723
2000-02-26,2.498
2000-02-27,2.382
2000-02-28,2.691
2000-02-29,3.702
2000-03-01,4.11
2000-03-02,3.371
2000-03-03,3.166
2000-03-04,4.067
2000-03-05,3.103
2000-03-06,2.81
2000-03-07,2.641
2000-03-08,2.495
2000-03-09,2.421
2000-03-10,2.312
2000-03-11,2.246
2000-03-12,2.142
2000-03-13,2.027
2000-03-14,1.878
2000-03-15,1.776
2000-03-16,1.769
2000-03-17,1.705
2000-03-18,1.66
2000-03-19,1.594
2000-03-20,1.545
2000-03-21,1.427
2000-03-22,1.32
2000-03-23,1.345
2000-03-24,1.432
2000-03-25,1.366
